Unnamed: 0,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall,change_in_direction
1102,8,7.438494264988549e-15,17.6,15.7,14.5,13.5,81.0,100.0,0.0,20.0,32.4,1,0.0
1103,9,4.6074255521944e-15,17.4,16.6,15.9,15.0,95.0,100.0,0.0,60.0,39.3,1,40.0
1104,10,9.658940314238862e-15,15.2,15.8,13.5,11.1,78.0,94.0,0.0,60.0,37.0,1,0.0
1105,11,8.326672684688674e-15,15.5,14.1,11.8,8.6,61.0,95.0,0.0,40.0,24.9,1,20.0
1106,12,1.2378986724570495e-14,20.2,16.7,14.6,11.7,70.0,38.0,9.1,20.0,50.6,0,20.0
1107,13,1.2212453270876722e-14,14.6,12.9,12.6,11.3,79.0,91.0,0.0,10.0,52.8,1,10.0
1108,14,7.66053886991358e-15,18.0,16.6,15.3,13.6,79.0,88.0,0.0,20.0,28.6,1,10.0
1109,15,1.482147737874584e-14,20.6,17.7,14.2,11.8,75.0,51.0,7.4,50.0,15.2,0,30.0
1110,16,1.1213252548714081e-14,18.1,13.7,11.6,4.3,72.0,20.0,10.1,70.0,14.8,0,20.0
1111,17,1.3433698597964394e-14,10.9,8.6,7.0,1.0,73.0,67.0,2.5,50.0,30.3,0,20.0
1112,18,1.1102230246251565e-14,15.8,10.1,7.7,4.0,72.0,7.0,9.1,20.0,9.2,0,30.0
1113,19,7.771561172376096e-15,17.1,15.2,13.5,11.2,78.0,11.0,9.8,60.0,34.0,0,40.0
1114,20,8.548717289613705e-15,19.6,17.6,15.7,12.6,64.0,73.0,5.2,60.0,20.2,0,0.0
1115,21,4.496403249731884e-15,17.3,16.1,14.7,13.0,93.0,95.0,0.0,20.0,35.8,1,40.0
1116,22,1.554312234475219e-14,21.6,18.5,16.3,13.7,77.0,93.0,0.6,20.0,15.1,0,0.0
1117,23,-1.6653345369377348e-16,16.5,14.8,13.7,12.9,92.0,100.0,0.0,50.0,20.0,1,30.0
1118,24,1.1046719095020308e-14,24.2,20.8,18.2,9.8,39.0,49.0,10.2,60.0,38.3,0,10.0
1119,25,8.104628079763643e-15,24.9,18.1,15.8,17.3,72.0,40.0,10.1,10.0,19.8,0,50.0
1120,26,3.885780586188048e-16,24.6,22.3,20.7,19.9,91.0,82.0,0.0,80.0,27.4,1,70.0
1121,27,2.3314683517128287e-15,21.9,20.4,18.5,18.4,79.0,45.0,7.8,40.0,9.2,0,40.0
1122,28,1.2101430968414206e-14,16.1,13.0,13.5,11.9,76.0,89.0,0.0,200.0,33.2,0,160.0
1123,29,4.496403249731884e-15,24.8,21.3,19.8,20.1,91.0,89.0,0.2,50.0,37.5,1,150.0
1124,30,2.1094237467877974e-15,24.9,21.5,19.5,19.5,77.0,55.0,7.6,10.0,17.2,0,40.0
1125,31,3.941291737419306e-15,21.9,20.0,19.7,17.3,91.0,94.0,0.0,70.0,28.4,1,60.0
1126,32,4.496403249731884e-15,23.9,21.1,19.9,19.0,89.0,88.0,0.2,80.0,14.5,1,10.0
1127,33,-4.996003610813204e-16,22.9,20.7,19.2,19.9,95.0,95.0,0.0,30.0,22.6,1,50.0
1128,34,6.6058269965196814e-15,21.5,20.9,17.7,16.6,79.0,47.0,6.8,70.0,9.1,1,40.0
1129,35,7.049916206369744e-15,25.9,22.9,18.1,16.1,90.0,89.0,2.0,40.0,28.9,1,30.0
1130,36,3.83026943495679e-15,22.4,20.2,18.5,13.1,76.0,69.0,7.6,40.0,11.3,0,0.0
1131,37,4.385380947269368e-15,23.1,19.9,17.4,16.8,80.0,88.0,0.0,50.0,39.5,1,10.0
1132,265,7.771561172376096e-15,18.4,17.1,16.9,15.0,75.0,86.0,0.0,40.0,24.9,1,10.0
1133,39,1.5543122344752192e-15,23.3,21.6,20.9,20.9,87.0,88.0,0.0,60.0,15.1,1,20.0
1134,40,4.996003610813204e-16,23.0,21.1,20.6,19.1,80.0,87.0,0.1,70.0,14.5,1,10.0
1135,41,7.438494264988549e-15,17.4,15.1,14.5,9.4,75.0,49.0,10.0,20.0,24.8,0,50.0
1136,42,1.1657341758564144e-14,24.0,18.3,15.3,6.8,77.0,75.0,5.7,60.0,21.6,0,40.0
1137,43,8.659739592076221e-15,20.9,17.2,15.3,13.3,78.0,88.0,0.9,30.0,29.8,1,30.0
1138,44,1.887379141862766e-15,18.2,17.3,16.3,14.6,75.0,88.0,2.5,40.0,20.2,1,10.0
1139,45,1.199040866595169e-14,18.9,18.4,15.0,13.0,72.0,65.0,5.9,20.0,28.0,0,20.0
1140,46,5.9396931817445875e-15,20.2,19.9,18.1,18.2,90.0,90.0,1.0,40.0,22.5,1,20.0
1141,47,6.050715484207103e-15,20.7,20.0,18.2,18.9,92.0,88.0,0.2,40.0,15.0,1,0.0
1142,48,-2.7755575615628914e-16,17.1,17.2,15.2,14.8,87.0,90.0,0.2,20.0,25.1,1,20.0
1143,49,4.6074255521944e-15,20.4,18.1,17.1,14.9,90.0,88.0,0.0,70.0,35.3,1,50.0
1144,50,9.492406860545088e-15,15.1,12.4,10.8,9.6,74.0,83.0,1.2,20.0,8.3,1,50.0
1145,51,3.885780586188048e-16,18.6,17.1,16.4,13.8,95.0,96.0,1.1,70.0,33.5,1,50.0
1146,52,3.497202527569243e-15,17.4,17.6,16.4,16.3,96.0,100.0,0.2,50.0,16.1,1,20.0
1147,53,9.936496070395151e-15,16.4,15.3,14.2,13.6,93.0,93.0,0.2,20.0,17.3,1,30.0
1148,54,1.176836406102666e-14,15.5,13.7,11.6,9.1,79.0,88.0,0.2,40.0,14.6,1,20.0
1149,55,9.658940314238862e-15,17.5,18.2,16.9,14.3,92.0,96.0,0.0,40.0,19.0,1,0.0
1150,56,1.1324274851176597e-14,14.7,12.9,11.9,11.6,97.0,95.0,0.9,70.0,24.5,1,30.0
1151,57,-1.4988010832439613e-15,20.6,19.0,17.1,18.9,95.0,93.0,0.0,70.0,39.5,1,0.0
1152,58,-1.27675647831893e-15,20.1,18.6,17.1,15.6,92.0,87.0,0.3,50.0,22.4,1,20.0
1153,59,5.717648576819556e-15,21.6,19.7,19.6,17.0,81.0,88.0,0.0,50.0,37.7,1,0.0
1154,60,3.7192471324942744e-15,22.2,21.8,20.3,19.7,92.0,85.0,0.2,50.0,12.6,1,0.0
1155,61,4.718447854656915e-15,16.3,15.3,14.2,12.9,97.0,95.0,0.0,40.0,30.3,1,10.0
1156,62,-1.6653345369377348e-16,19.0,17.6,16.9,16.9,97.0,95.0,0.0,50.0,20.3,1,10.0
1157,63,2.220446049250313e-15,19.9,18.1,18.1,17.1,96.0,92.0,0.2,40.0,14.1,1,10.0
1158,64,3.608224830031759e-15,18.4,17.3,16.1,16.2,95.0,95.0,0.0,50.0,20.0,1,10.0
1159,65,2.7755575615628914e-15,21.8,19.4,17.6,16.7,70.0,49.0,11.0,20.0,37.5,0,30.0
1160,66,1.0602629885170245e-14,16.3,15.7,15.5,9.8,59.0,88.0,0.1,40.0,16.0,1,20.0
1161,67,5.9396931817445875e-15,22.3,20.8,19.2,16.1,79.0,88.0,0.0,70.0,33.4,1,30.0
1162,68,8.104628079763643e-15,22.8,18.6,16.9,13.0,73.0,19.0,2.4,20.0,14.8,0,50.0
1163,69,4.718447854656915e-15,20.1,20.1,19.6,19.8,92.0,83.0,0.3,50.0,16.1,1,30.0
1164,70,2.7755575615628914e-15,21.4,19.3,18.3,18.2,75.0,20.0,9.8,60.0,9.0,0,10.0
1165,71,3.608224830031759e-15,20.2,18.1,16.6,16.6,95.0,95.0,0.0,50.0,25.1,1,10.0
1166,72,5.384581669432009e-15,18.3,17.8,14.5,16.2,95.0,96.0,0.3,20.0,9.1,1,30.0
1167,73,3.941291737419306e-15,26.0,22.6,20.3,21.4,85.0,89.0,0.5,30.0,18.0,1,10.0
1168,74,1.9984014443252818e-15,23.6,22.5,20.0,21.3,85.0,80.0,0.0,40.0,7.9,1,10.0
1169,75,3.941291737419306e-15,21.3,20.8,19.2,17.8,83.0,84.0,0.6,80.0,37.9,0,40.0
1170,76,-2.7755575615628914e-16,25.9,23.1,21.5,21.4,91.0,88.0,1.4,50.0,33.2,1,30.0
1171,77,9.43689570931383e-16,26.6,23.3,22.3,21.9,91.0,91.0,2.1,40.0,16.0,1,10.0
1172,78,8.43769498715119e-15,26.2,24.8,21.2,12.4,77.0,62.0,10.0,60.0,39.5,1,20.0
1173,79,2.7755575615628914e-16,24.8,24.3,23.7,23.2,93.0,100.0,0.2,100.0,41.4,1,40.0
1174,80,-2.0539125955565396e-15,26.1,21.0,19.7,16.9,85.0,79.0,5.0,70.0,22.0,1,30.0
1175,81,-2.3869795029440866e-15,16.3,15.3,13.6,11.6,76.0,79.0,2.2,30.0,35.6,0,40.0
1176,82,6.938893903907228e-15,28.1,25.4,23.6,22.3,92.0,88.0,0.8,120.0,21.9,1,90.0
1177,83,-7.605027718682322e-15,21.9,20.1,19.8,19.5,92.0,90.0,0.2,20.0,20.5,1,100.0
1178,84,-5.828670879282072e-15,21.3,19.3,17.7,17.6,75.0,83.0,9.2,50.0,27.6,1,30.0
1179,85,-4.107825191113079e-15,26.4,24.8,22.7,21.3,90.0,83.0,3.7,100.0,25.0,1,50.0
1180,86,7.216449660063518e-16,26.3,23.1,21.0,22.3,97.0,93.0,0.0,50.0,8.6,1,50.0
1181,87,-1.609823385706477e-15,27.9,25.8,24.1,23.3,89.0,84.0,2.1,80.0,14.2,1,30.0
1182,88,-2.0539125955565396e-15,25.2,24.0,23.1,22.8,89.0,81.0,0.3,180.0,30.6,1,100.0
1183,89,-6.106226635438361e-16,27.0,25.9,23.6,21.9,91.0,88.0,1.1,60.0,27.9,1,120.0
1184,90,-5.717648576819556e-15,27.9,25.3,23.3,23.2,93.0,88.0,0.3,40.0,14.3,1,20.0
1185,91,-3.219646771412954e-15,24.8,22.8,21.8,19.8,91.0,88.0,0.0,50.0,27.3,1,10.0
1186,92,3.83026943495679e-15,26.7,24.8,23.7,23.1,87.0,89.0,0.2,80.0,17.3,0,30.0
1187,93,-2.7755575615628914e-16,25.3,23.1,21.0,21.4,89.0,88.0,1.5,80.0,28.0,1,0.0
1188,94,9.43689570931383e-16,26.8,23.8,20.4,22.3,90.0,83.0,1.3,70.0,17.5,1,10.0
1189,95,-2.275957200481571e-15,27.6,25.5,24.4,23.1,90.0,88.0,1.8,40.0,22.6,1,30.0
1190,96,-6.5503158452884236e-15,28.2,26.2,24.1,24.2,89.0,84.0,2.5,40.0,15.4,1,0.0
1191,97,-8.1601392309949e-15,26.9,25.9,24.7,22.3,87.0,81.0,1.1,70.0,28.8,1,30.0
1192,98,1.6653345369377348e-15,28.4,25.5,24.7,24.1,97.0,88.0,1.0,50.0,30.0,1,20.0
1193,99,-9.103828801926284e-15,28.1,25.1,23.1,21.6,82.0,80.0,2.5,220.0,13.8,1,170.0
1194,100,-9.43689570931383e-16,29.1,26.8,25.4,23.7,87.0,82.0,2.5,100.0,16.5,1,120.0
1195,101,2.7755575615628914e-15,26.3,24.7,24.5,23.6,90.0,83.0,0.1,200.0,20.9,1,100.0
1196,102,-1.1657341758564144e-15,26.3,25.2,24.7,22.9,93.0,88.0,0.1,30.0,13.4,0,170.0
1197,103,1.0547118733938987e-15,28.6,25.6,24.7,21.0,87.0,89.0,2.1,30.0,35.3,1,0.0
1198,104,-1.0547118733938987e-15,28.8,25.3,24.7,22.0,89.0,83.0,1.0,60.0,15.0,1,30.0
1199,105,3.941291737419306e-15,27.6,25.8,24.5,24.8,84.0,85.0,1.8,80.0,27.4,1,20.0
1200,106,-1.3877787807814457e-15,30.2,27.9,25.4,23.1,84.0,83.0,2.6,230.0,12.0,1,150.0
1201,107,-5.384581669432009e-15,27.8,26.5,25.0,25.0,93.0,86.0,0.0,190.0,14.5,1,40.0
1202,108,-4.107825191113079e-15,30.3,27.9,26.2,24.9,84.0,85.0,3.1,190.0,16.0,1,0.0
1203,109,-4.718447854656915e-15,29.3,27.9,26.0,25.0,89.0,88.0,2.2,170.0,20.0,1,20.0
1204,110,-1.0547118733938987e-15,28.8,25.7,23.9,23.4,89.0,88.0,0.4,200.0,22.0,1,30.0
1205,111,-4.6074255521944e-15,28.4,26.2,24.7,23.2,84.0,75.0,7.2,70.0,25.1,1,130.0
1206,112,-3.552713678800501e-15,28.1,26.4,25.5,21.1,80.0,78.0,5.4,40.0,12.6,1,30.0
1207,113,-3.6637359812630166e-15,28.7,26.8,24.8,23.1,90.0,81.0,2.3,70.0,23.3,1,30.0
1208,114,-6.106226635438361e-16,28.8,25.6,23.6,21.6,91.0,90.0,1.3,80.0,24.9,0,10.0
1209,115,-1.3877787807814457e-15,30.8,27.4,26.8,24.5,84.0,81.0,2.3,100.0,14.3,1,20.0
1210,80,-2.275957200481571e-15,29.8,26.8,25.1,23.2,87.0,81.0,2.5,20.0,12.7,1,80.0
1211,117,-2.1649348980190553e-15,28.4,26.1,24.8,25.3,85.0,83.0,3.7,60.0,14.3,1,40.0
1212,118,-6.106226635438361e-16,28.6,25.5,24.8,22.2,76.0,74.0,6.0,60.0,9.2,1,0.0
1213,119,-6.106226635438361e-16,26.2,24.4,23.1,19.8,79.0,70.0,6.0,70.0,31.9,1,10.0
1214,120,-5.9396931817445875e-15,28.8,27.1,24.1,25.1,94.0,88.0,1.0,190.0,16.9,1,120.0
1215,121,-8.715250743307479e-15,28.7,28.4,26.5,24.4,81.0,82.0,0.4,220.0,15.2,1,30.0
1216,122,-5.828670879282072e-15,30.8,27.6,25.8,24.2,81.0,88.0,0.4,210.0,13.0,1,10.0
1217,123,-5.717648576819556e-15,30.6,28.3,26.4,25.3,81.0,78.0,4.5,30.0,16.5,1,180.0
1218,124,-6.106226635438361e-16,28.7,26.9,24.8,22.0,81.0,61.0,7.2,50.0,7.4,1,20.0
1219,125,-6.106226635438361e-16,28.7,26.1,24.8,23.1,92.0,78.0,1.0,70.0,15.8,1,20.0
1220,126,-3.3306690738754696e-15,27.8,26.7,25.3,25.2,90.0,86.0,1.2,190.0,15.1,1,120.0
1221,127,-4.829470157119431e-15,30.8,27.7,25.4,25.4,87.0,88.0,0.9,220.0,11.9,1,30.0
1222,128,-5.828670879282072e-15,28.1,26.8,25.2,25.5,85.0,83.0,3.7,210.0,16.0,1,10.0
1223,129,-6.161737786669619e-15,30.7,27.2,25.8,25.8,81.0,87.0,8.3,230.0,15.7,1,20.0
1224,130,-5.384581669432009e-15,30.6,27.3,24.3,25.9,87.0,83.0,2.2,180.0,26.9,1,50.0
1225,131,-5.717648576819556e-15,31.0,29.9,26.5,26.0,85.0,88.0,1.5,230.0,27.0,1,50.0
1226,132,-6.161737786669619e-15,32.8,29.9,26.7,24.6,84.0,78.0,2.9,220.0,25.1,1,10.0
1227,133,-4.218847493575595e-15,33.0,30.0,27.9,26.0,79.0,86.0,3.3,220.0,27.6,1,0.0
1228,134,-5.717648576819556e-15,31.2,28.0,26.8,26.4,86.0,88.0,1.2,220.0,13.2,1,0.0
1229,135,-7.716050021144838e-15,33.1,30.0,28.9,26.2,90.0,82.0,3.1,80.0,22.9,1,140.0
1230,136,-7.93809462606987e-15,32.9,29.3,27.1,23.2,87.0,80.0,4.2,230.0,20.5,1,150.0
1231,137,-3.4416913763379853e-15,33.1,29.8,28.1,25.1,79.0,69.0,3.1,50.0,18.8,0,180.0
1232,138,-6.38378239159465e-15,31.1,28.9,26.9,26.4,85.0,85.0,4.4,180.0,14.6,1,130.0
1233,139,-6.050715484207103e-15,32.3,29.0,27.8,25.3,86.0,72.0,7.6,20.0,9.2,1,160.0
1234,140,-5.6066262743570405e-15,32.0,29.9,26.0,25.1,76.0,77.0,10.4,220.0,38.0,0,200.0
1235,141,-5.2735593669694936e-15,30.8,28.8,26.4,25.4,98.0,93.0,0.6,170.0,25.1,1,50.0
1236,142,-6.161737786669619e-15,32.8,29.0,27.4,26.6,82.0,88.0,0.2,220.0,38.3,1,50.0
1237,143,-8.049116928532385e-15,33.8,30.0,27.0,25.0,69.0,70.0,6.9,220.0,23.9,1,0.0
1238,144,-5.717648576819556e-15,31.0,28.3,26.8,24.4,65.0,49.0,11.8,220.0,9.1,0,0.0
1239,145,-7.716050021144838e-15,33.0,30.1,28.0,24.8,75.0,69.0,10.1,230.0,12.6,0,10.0
1240,146,-6.050715484207103e-15,33.3,30.3,28.7,25.8,78.0,32.0,11.8,200.0,9.1,0,30.0
1241,147,-5.717648576819556e-15,29.1,26.2,24.8,24.9,58.0,48.0,8.4,70.0,23.7,1,130.0
1242,148,-6.050715484207103e-15,32.3,30.1,28.4,26.4,81.0,30.0,11.5,230.0,39.3,0,160.0
1243,149,-4.107825191113079e-15,32.4,30.2,29.0,24.3,79.0,32.0,1.5,220.0,30.4,0,10.0
1244,150,-5.717648576819556e-15,33.9,30.0,28.1,25.4,80.0,79.0,5.7,200.0,39.9,1,20.0
1245,151,-4.218847493575595e-15,33.0,30.4,27.9,26.2,79.0,21.0,8.5,220.0,50.6,0,20.0
1246,152,-3.9968028886505635e-15,34.2,30.8,28.2,26.2,84.0,57.0,5.9,130.0,24.4,1,90.0
1247,153,-6.661338147750939e-15,32.0,30.4,28.3,25.4,74.0,46.0,10.3,190.0,19.0,0,60.0
1248,154,-8.493206138382448e-15,33.3,30.5,28.8,25.4,78.0,66.0,6.5,80.0,9.9,1,110.0
1249,155,-6.050715484207103e-15,34.0,30.2,28.2,26.5,81.0,79.0,6.8,290.0,43.8,1,210.0
1250,156,-6.161737786669619e-15,34.0,30.8,28.7,25.2,74.0,22.0,11.8,240.0,12.5,0,50.0
1251,236,-9.769962616701378e-15,35.3,31.0,26.4,26.4,74.0,49.0,10.8,230.0,28.6,1,10.0
1252,158,-5.2735593669694936e-15,33.4,30.4,28.6,25.7,82.0,72.0,7.7,60.0,40.8,0,170.0
1253,159,-9.43689570931383e-15,32.0,29.2,26.2,26.3,87.0,85.0,1.5,220.0,4.5,1,160.0
1254,160,-4.6074255521944e-15,32.8,30.1,28.1,26.1,75.0,61.0,7.2,110.0,9.2,1,110.0
1255,161,-4.829470157119431e-15,31.7,29.4,27.6,25.6,84.0,86.0,1.6,190.0,21.6,1,80.0
1256,162,-6.5503158452884236e-15,32.9,30.1,28.1,25.7,79.0,72.0,8.8,200.0,16.2,1,10.0
1257,163,-7.93809462606987e-15,32.9,29.7,27.3,25.0,81.0,75.0,2.1,220.0,19.8,1,20.0
1258,164,-5.717648576819556e-15,35.1,30.8,28.0,25.9,75.0,32.0,9.5,220.0,12.6,0,0.0
1259,165,-9.2148511043888e-15,33.0,30.0,27.4,25.0,74.0,29.0,10.0,190.0,22.6,0,30.0
1260,166,-3.6637359812630166e-15,32.8,29.2,27.9,25.2,84.0,85.0,2.1,100.0,13.0,1,90.0
1261,167,-6.661338147750939e-15,31.1,28.6,26.8,25.4,81.0,88.0,3.8,180.0,11.3,1,80.0
1262,168,-5.384581669432009e-15,31.0,28.4,27.4,25.4,82.0,88.0,7.0,220.0,13.6,1,40.0
1263,169,-1.4488410471358293e-14,32.1,30.0,28.1,25.8,75.0,78.0,8.3,230.0,14.3,0,10.0
1264,170,-1.559863349598345e-14,33.7,30.1,28.6,24.8,75.0,48.0,7.0,70.0,28.5,1,160.0
1265,171,-1.6930901125533637e-14,35.0,31.5,28.2,25.3,76.0,38.0,10.0,280.0,30.0,0,210.0
1266,172,-9.325873406851315e-15,30.8,28.9,26.0,25.5,88.0,88.0,1.9,240.0,29.0,1,40.0
1267,173,-1.1213252548714081e-14,31.3,28.1,26.5,25.6,85.0,87.0,0.1,220.0,29.6,1,20.0
1268,174,-8.715250743307479e-15,31.3,28.7,26.5,26.3,93.0,88.0,0.1,130.0,27.0,1,90.0
1269,175,-6.161737786669619e-15,35.0,31.0,28.4,25.0,75.0,78.0,9.0,280.0,18.0,0,150.0
1270,176,-1.4876988529977098e-14,30.4,28.6,25.4,25.5,84.0,84.0,5.7,220.0,11.7,1,60.0
1271,177,-4.3298697960381105e-15,32.8,29.6,27.6,25.8,79.0,76.0,7.1,210.0,18.8,1,10.0
1272,178,-5.384581669432009e-15,31.4,28.7,27.0,25.4,81.0,84.0,1.8,200.0,12.8,1,10.0
1273,179,-5.6066262743570405e-15,30.6,28.6,26.9,25.0,86.0,88.0,0.4,250.0,21.9,1,50.0
1274,180,-6.772360450213455e-15,32.2,29.2,26.2,25.9,86.0,82.0,1.2,180.0,14.6,1,70.0
1275,181,-6.161737786669619e-15,32.0,29.6,27.8,25.3,80.0,69.0,6.0,230.0,12.8,1,50.0
1276,182,-3.4416913763379853e-15,32.0,29.1,27.0,25.0,85.0,83.0,6.5,250.0,21.9,0,20.0
1277,183,-5.717648576819556e-15,29.2,27.8,26.6,25.4,89.0,81.0,6.4,190.0,23.9,1,60.0
1278,184,-9.547918011776346e-15,32.9,29.9,26.8,26.1,75.0,71.0,7.6,230.0,13.3,1,40.0
1279,185,-5.051514762044462e-15,33.1,30.8,28.4,24.9,76.0,30.0,9.4,220.0,11.9,0,10.0
1280,186,-6.5503158452884236e-15,31.4,30.6,28.9,24.8,78.0,58.0,10.3,220.0,15.1,0,0.0
1281,187,-8.715250743307479e-15,33.2,30.1,27.9,24.8,72.0,28.0,11.8,130.0,14.6,0,90.0
1282,188,-5.9396931817445875e-15,33.2,30.0,28.8,25.2,81.0,77.0,7.8,220.0,22.5,1,90.0
1283,189,-4.6074255521944e-15,33.3,30.0,27.8,25.8,79.0,43.0,9.5,220.0,11.2,0,0.0
1284,4,-6.38378239159465e-15,33.0,30.1,27.8,25.1,78.0,67.0,5.7,220.0,12.5,1,0.0
1285,191,-8.992806499463768e-15,31.0,29.2,27.8,26.2,83.0,83.0,4.7,60.0,14.8,1,160.0
1286,192,-6.2727600891321345e-15,33.0,30.2,28.4,25.2,78.0,69.0,10.8,220.0,12.0,0,160.0
1287,193,-8.715250743307479e-15,33.3,30.6,28.2,25.6,84.0,81.0,3.0,240.0,12.9,1,20.0
1288,194,-8.493206138382448e-15,32.3,30.0,28.1,24.7,79.0,57.0,6.1,210.0,20.2,0,30.0
1289,195,-6.38378239159465e-15,32.3,29.1,28.9,26.4,79.0,78.0,8.2,270.0,25.1,1,60.0
1290,16,-5.828670879282072e-15,32.3,29.0,26.5,24.4,79.0,40.0,11.2,220.0,12.4,0,50.0
1291,197,-5.828670879282072e-15,34.4,30.1,28.5,25.6,72.0,41.0,10.4,20.0,4.4,0,200.0
1292,198,-6.161737786669619e-15,33.1,30.1,28.1,25.8,75.0,46.0,10.2,240.0,4.5,0,220.0
1293,199,-1.1657341758564144e-14,33.2,30.6,28.0,24.4,74.0,47.0,10.0,60.0,14.8,0,180.0
1294,200,-4.440892098500626e-15,34.0,30.0,26.5,24.3,80.0,63.0,6.8,190.0,7.9,1,130.0
1295,201,-2.3869795029440866e-15,35.6,31.0,27.8,24.6,77.0,47.0,6.3,220.0,25.2,1,30.0
1296,202,-5.828670879282072e-15,33.3,30.6,28.4,24.2,72.0,54.0,10.1,200.0,9.5,0,20.0
1297,203,-2.3869795029440866e-15,31.4,28.9,26.7,24.5,81.0,88.0,2.2,100.0,22.5,1,100.0
1298,204,-6.2727600891321345e-15,31.0,28.4,26.3,25.3,85.0,88.0,1.9,40.0,13.0,1,60.0
1299,205,-4.107825191113079e-15,31.8,28.0,26.6,24.8,84.0,78.0,4.1,290.0,8.1,1,250.0
1300,206,-1.5709655798445965e-14,31.4,28.0,26.9,24.7,79.0,84.0,2.9,220.0,23.9,1,70.0
1301,207,-8.992806499463768e-15,30.5,27.1,25.0,24.3,87.0,79.0,5.9,230.0,12.8,1,10.0
1302,208,-5.9396931817445875e-15,30.8,27.0,25.8,24.2,84.0,85.0,2.4,210.0,13.1,1,20.0
1303,209,-6.994405055138486e-15,33.7,30.2,27.0,26.1,89.0,87.0,0.6,230.0,11.0,1,20.0
1304,210,-6.161737786669619e-15,33.7,30.3,27.8,24.3,72.0,29.0,5.9,10.0,9.2,0,220.0
1305,211,-4.829470157119431e-15,32.8,29.7,28.1,24.5,78.0,78.0,8.6,230.0,25.2,1,220.0
1306,212,-2.4980018054066022e-15,32.4,28.1,26.8,24.5,77.0,54.0,9.9,100.0,20.0,1,130.0
1307,213,-6.050715484207103e-15,30.6,28.4,26.3,25.3,81.0,82.0,2.8,220.0,25.5,1,120.0
1308,214,-5.717648576819556e-15,35.0,31.3,27.8,25.3,75.0,30.0,9.1,130.0,9.2,0,90.0
1309,215,-1.5709655798445965e-14,32.3,28.0,27.3,26.2,89.0,80.0,6.1,210.0,25.1,1,80.0
1310,216,-6.161737786669619e-15,31.7,29.1,26.5,26.0,82.0,85.0,0.4,230.0,25.9,1,20.0
1311,217,-5.9396931817445875e-15,29.1,27.9,25.8,23.2,72.0,69.0,7.1,70.0,25.9,1,160.0
1312,5,-8.992806499463768e-15,31.7,28.5,27.3,24.3,76.0,49.0,7.2,240.0,15.1,1,170.0
1313,219,-6.161737786669619e-15,32.0,28.1,26.8,25.4,84.0,78.0,4.6,220.0,15.7,1,20.0
1314,220,-1.404432126150823e-14,32.7,29.7,27.3,25.1,78.0,67.0,5.4,220.0,11.7,1,0.0
1315,221,-7.716050021144838e-15,30.5,27.0,25.2,25.2,86.0,87.0,0.4,230.0,22.3,1,10.0
1316,222,-8.992806499463768e-15,32.4,29.4,28.2,26.6,81.0,78.0,6.0,220.0,20.5,1,10.0
1317,223,-5.717648576819556e-15,30.3,27.6,25.1,26.4,89.0,80.0,4.0,70.0,10.3,1,150.0
1318,6,-1.2712053631958042e-14,32.0,28.9,26.4,24.9,84.0,73.0,8.4,20.0,9.5,1,50.0
1319,225,-5.2735593669694936e-15,29.9,26.6,25.9,23.2,85.0,82.0,2.1,120.0,7.9,1,100.0
1320,226,-2.275957200481571e-15,28.6,26.8,24.5,23.2,80.0,88.0,1.2,60.0,6.6,1,60.0
1321,227,-3.774758283725532e-15,32.0,27.1,24.8,25.9,82.0,49.0,6.1,250.0,12.0,1,190.0
1322,228,-9.2148511043888e-15,27.9,26.7,25.3,25.2,93.0,88.0,0.0,230.0,19.8,1,20.0
1323,229,-4.9404924595819466e-15,28.1,26.4,25.3,24.7,81.0,84.0,1.4,190.0,21.5,1,40.0
1324,230,-4.3298697960381105e-15,32.3,29.0,28.0,25.9,81.0,84.0,2.5,220.0,14.5,1,30.0
1325,231,-1.27675647831893e-15,32.8,29.3,26.8,24.1,86.0,78.0,2.3,220.0,25.0,1,0.0
1326,232,-2.9976021664879227e-15,29.2,26.4,24.8,25.5,88.0,83.0,2.3,130.0,28.0,1,90.0
1327,233,-5.717648576819556e-15,30.7,28.8,25.8,23.0,79.0,84.0,2.5,50.0,11.3,1,80.0
1328,234,-5.6066262743570405e-15,31.0,27.1,25.8,25.0,77.0,70.0,6.4,180.0,15.3,0,130.0
1329,235,-3.4416913763379853e-15,30.6,28.0,26.9,25.0,84.0,57.0,3.9,180.0,13.6,1,0.0
1330,236,-2.7755575615628914e-15,33.7,30.2,27.6,25.8,75.0,39.0,9.1,130.0,30.5,0,50.0
1331,237,-8.382183835919932e-15,32.4,29.1,26.8,22.9,77.0,59.0,3.5,220.0,12.3,0,90.0
1332,238,-6.38378239159465e-15,31.4,28.7,26.5,24.1,87.0,83.0,3.0,80.0,37.5,1,140.0
1333,239,-4.718447854656915e-15,31.9,28.6,26.5,22.1,83.0,83.0,3.4,80.0,34.0,1,0.0
1334,240,-3.885780586188048e-16,31.3,28.9,26.2,25.6,81.0,82.0,3.2,220.0,22.9,1,140.0
1335,241,1.6653345369377348e-15,30.7,27.0,25.5,21.4,76.0,49.0,8.8,90.0,21.3,0,130.0
1336,242,1.6653345369377348e-15,31.9,28.4,26.4,24.9,74.0,67.0,8.0,40.0,38.0,1,50.0
1337,243,-5.2735593669694936e-15,31.2,28.3,26.7,25.3,83.0,85.0,2.2,240.0,39.7,1,200.0
